Entity,Code,Year,Agricultural area (crops & grazing) (HYDE (2017))
Russia,RUS,1740,68013530
Russia,RUS,1750,73159980
Russia,RUS,1760,78143610
Russia,RUS,1770,83005540
Russia,RUS,1780,87738570
Russia,RUS,1790,92338620
Russia,RUS,1800,96792320
Russia,RUS,1810,101027470
Russia,RUS,1820,106141450
Russia,RUS,1830,111632340
Russia,RUS,1840,129139680
Russia,RUS,1850,137310090
Russia,RUS,1860,154019100
Russia,RUS,1870,163350920
Russia,RUS,1880,183000160
Russia,RUS,1890,204236370
Russia,RUS,1900,222269270
Russia,RUS,1910,265866900
Russia,RUS,1920,236055000
Russia,RUS,1930,249993800
Russia,RUS,1940,289529400
Russia,RUS,1950,237334100
Russia,RUS,1960,230589230
Russia,RUS,1970,229678110
Russia,RUS,1980,230647100
Russia,RUS,1990,230486570
Russia,RUS,2000,227239810
Russia,RUS,2001,225920790
Russia,RUS,2002,225774670
Russia,RUS,2003,225463220
Russia,RUS,2004,224735140
Russia,RUS,2005,224551860
Russia,RUS,2006,224513080
Russia,RUS,2007,224481610
Russia,RUS,2008,224513160
Russia,RUS,2009,224554560
Russia,RUS,2010,221830410
Russia,RUS,2011,223579950
Russia,RUS,2012,223261460
Russia,RUS,2013,222722200
Russia,RUS,2014,222408070
Russia,RUS,2015,222410410
Russia,RUS,2016,221921250
United States,USA,-10000,0
United States,USA,-9000,0
United States,USA,-8000,0
United States,USA,-7000,0
United States,USA,-6000,0
United States,USA,-5000,0
United States,USA,-4000,0
United States,USA,-3000,0
United States,USA,-2000,28585.87
United States,USA,-1000,212737.7
United States,USA,0,424982.2
United States,USA,100,445220.3
United States,USA,200,466418.9
United States,USA,300,488631.8
United States,USA,400,511898.9
United States,USA,500,536275.4
United States,USA,600,561811.2
United States,USA,700,588563.7
United States,USA,800,616589.9
United States,USA,900,696037.1
United States,USA,1000,775901.7
United States,USA,1100,841559.8
United States,USA,1200,937235.6
United States,USA,1300,1021347
United States,USA,1400,1142071
United States,USA,1500,1255512
United States,USA,1600,2090522.1
United States,USA,1700,4918330.3
United States,USA,1710,5947322
United States,USA,1720,7068544
United States,USA,1730,8317742
United States,USA,1740,9971617
United States,USA,1750,11518599
United States,USA,1760,14541176
United States,USA,1770,16600598
United States,USA,1780,18940933
United States,USA,1790,21638958
United States,USA,1800,25906930
United States,USA,1810,31138190
United States,USA,1820,37850130
United States,USA,1830,47083780
United States,USA,1840,60033640
United States,USA,1850,76619860
United States,USA,1860,106268560
United States,USA,1870,109607250
United States,USA,1880,179642020
United States,USA,1890,213901920
United States,USA,1900,298322700
United States,USA,1910,329014900
United States,USA,1920,350245700
United States,USA,1930,381153600
United States,USA,1940,416793600
United States,USA,1950,452106200
United States,USA,1960,448023100
United States,USA,1970,432346600
United States,USA,1980,426698100
United States,USA,1990,424314600
United States,USA,2000,414395600
United States,USA,2001,414939100
United States,USA,2002,413058600
United States,USA,2003,413921600
United States,USA,2004,411547600
United States,USA,2005,411808500
United States,USA,2006,409208700
United States,USA,2007,412855500
United States,USA,2008,415256400
United States,USA,2009,414844900
United States,USA,2010,408244100
United States,USA,2011,406923700
United States,USA,2012,410715600
United States,USA,2013,403375100
United States,USA,2014,409138400
United States,USA,2015,403324200
United States,USA,2016,407702500
World,OWID_WRL,-10000,0
World,OWID_WRL,-9000,0
World,OWID_WRL,-8000,10669.0733
World,OWID_WRL,-7000,2183176.596
World,OWID_WRL,-6000,16042087.64
World,OWID_WRL,-5000,42133995.64
World,OWID_WRL,-4000,76077710.34
World,OWID_WRL,-3000,121104084.3
World,OWID_WRL,-2000,185920239.8
World,OWID_WRL,-1000,268517189.7
World,OWID_WRL,0,440486362.3
World,OWID_WRL,100,404535017.6
World,OWID_WRL,200,409948042.9
World,OWID_WRL,300,396956647.2
World,OWID_WRL,400,407988199.6
World,OWID_WRL,500,420678319.4
World,OWID_WRL,600,442068739.8
World,OWID_WRL,700,458806020.2
World,OWID_WRL,800,483584843.4
World,OWID_WRL,900,530208607.8
World,OWID_WRL,1000,552484070.4
World,OWID_WRL,1100,669302100.1
World,OWID_WRL,1200,749798504.4
World,OWID_WRL,1300,765472181.5
World,OWID_WRL,1400,712851072.8
World,OWID_WRL,1500,778592491
World,OWID_WRL,1600,856158051.5
World,OWID_WRL,1700,962359608.9
World,OWID_WRL,1710,977374689.4
World,OWID_WRL,1720,1009825287
World,OWID_WRL,1730,1037031729
World,OWID_WRL,1740,1068599514
World,OWID_WRL,1750,1113499843
World,OWID_WRL,1760,1153548816
World,OWID_WRL,1770,1196276411
World,OWID_WRL,1780,1259296328
World,OWID_WRL,1790,1308619535
World,OWID_WRL,1800,1347864126
World,OWID_WRL,1810,1429908517
World,OWID_WRL,1820,1490916264
World,OWID_WRL,1830,1581752475
World,OWID_WRL,1840,1679871699
World,OWID_WRL,1850,1777829375
World,OWID_WRL,1860,1878343321
World,OWID_WRL,1870,1910776316
World,OWID_WRL,1880,2085110783
World,OWID_WRL,1890,2258722287
World,OWID_WRL,1900,2506683804
World,OWID_WRL,1910,2759023199
World,OWID_WRL,1920,2940158325
World,OWID_WRL,1930,3197901028
World,OWID_WRL,1940,3547945952
World,OWID_WRL,1950,3835603083
World,OWID_WRL,1960,4375774802
World,OWID_WRL,1970,4476507303
World,OWID_WRL,1980,4592389849
World,OWID_WRL,1990,4788955049
World,OWID_WRL,2000,4832528655
World,OWID_WRL,2001,4841551089
World,OWID_WRL,2002,4836455067
World,OWID_WRL,2003,4828233969
World,OWID_WRL,2004,4845256966
World,OWID_WRL,2005,4834688507
World,OWID_WRL,2006,4834500596
World,OWID_WRL,2007,4826984331
World,OWID_WRL,2008,4831540415
World,OWID_WRL,2009,4833225593
World,OWID_WRL,2010,4820348579
World,OWID_WRL,2011,4838062795
World,OWID_WRL,2012,4851886725
World,OWID_WRL,2013,4845002486
World,OWID_WRL,2014,4860027699
World,OWID_WRL,2015,4864184862
World,OWID_WRL,2016,4873047784
